16,2,101,

0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,
0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,
0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,
0,1,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,
0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,
0,1,0,0,1,0,0,1,0,0,1,1,3,3,3,3,0,0,0,0,1,0,0,1,0,0,1,0,
0,1,0,0,1,0,0,1,0,0,0,0,3,3,3,3,1,1,0,0,1,0,0,1,0,0,1,0,
0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,
0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,
0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,

62,-8,3237,0,
937,727,3237,8,

1,665,1,
0,770,2,
3,490,3,
2,560,4,
1,280,5,
0,350,6,
3,70,7,
2,52,0,


3,665,9,
2,770,10,
1,490,11,
0,560,12,
3,280,13,
2,350,14,
1,70,15,
0,52,0,


0,0,0,
1,8,35,
1,10,35,
1,15,36,
1,21,37,
1,27,38,
2,6,200,
1,40,39,
1,46,40,
1,52,41,
0,588,5,
1,80,42,
1,126,43,
2,36,205,
1,240,44,
1,306,45,
1,379,46,
1,461,47,
1,554,48,
1,658,49,
1,775,50,
1,908,51,
1,1058,52,
0,13023,6,
2,347,210,
1,1701,53,
1,1957,54,
1,2247,55,
0,24732,7,
2,743,215,
1,3495,56,
1,3993,57,
1,4558,58,
1,5201,59,
1,5932,60,
1,6764,61,
1,7711,62,
1,8788,63,
1,10015,64,
0,111266,8,
1,13203,65,
1,15040,66,
1,17133,67,
0,176968,9,
2,6625,220,
0,212824,10,
1,30143,68,
0,258409,11,
1,39669,69,
1,45180,70,
0,365396,12,
2,17823,225,
0,450160,13,
1,79346,71,
1,90383,72,
2,31048,230,
1,118941,73,
1,135527,74,
0,992896,14,
1,178391,75,
1,203329,76,
1,231790,77,
0,1649084,15,
1,305225,78,
1,348055,79,
1,396954,80,
1,452791,81,
2,171234,235,
1,596580,82,
1,680692,83,
2,258277,240,
1,897095,84,
1,1023861,85,
1,1168700,86,
0,8705690,16,
1,1540857,87,
1,1759292,88,
0,12620931,17,
1,2320101,89,
1,2649671,90,
1,3026427,91,
2,1233292,245,
1,3992612,92,
2,1611999,250,
1,5267861,93,
1,6019013,94,
1,6878049,95,
1,7860555,96,
2,3246708,255,
1,10375846,97,
0,77488858,18,
1,13697447,98,
2,5664362,260,
1,18084257,99,
2,7412225,265,
1,23878433,100,
2,9702878,270,
0,201142247,19,
1,36415740,101,
2,14673586,275,
1,48092792,102,


12,115200,

-9,-21,70,107,-108,-12,-64,42,70,50,-83,-30,-119,15,-11,107,66,106,-104,113,94,35,62,-120,53,-29,0,-109,-53,67,-23,53,
